lease_id,asset_id,lessee,region,start_date,end_date,term_months,monthly_rent,status,termination_date
LSE-00253,AST-0486,Bell-Williams,North America,2022-06-06,2024-05-26,24,2542.83,Active,
LSE-00254,AST-0204,Mendez-Graham,LATAM,2025-11-20,2028-11-04,36,8492.01,Active,
LSE-00255,AST-9169,Jones Ltd,EMEA,2024-10-02,2029-09-06,60,4247.69,Expired,
LSE-00256,AST-0144,"Owen, Shelton and Cisneros",North America,2023-08-10,2027-07-20,48,11218.77,Active,
LSE-00257,AST-0103,"Gregory, Kim and Martinez",APAC,2022-04-24,2027-03-29,60,2569.16,Expired,
LSE-00258,AST-0394,"Diaz, Reyes and Bradley",North America,2022-10-08,2027-09-12,60,8862.95,Active,
LSE-00259,AST-0483,"Cole, Watson and Wallace",APAC,2024-08-01,2026-07-22,24,3850.31,Active,
LSE-00260,AST-0355,Moreno Group,Middle East,2021-12-27,2022-12-22,12,9650.05,Expired,
LSE-00261,AST-0210,Wright-Wilson,APAC,2023-02-26,2027-02-05,48,3982.58,Active,
LSE-00262,AST-0130,Holmes-Mcintyre,APAC,2025-03-24,2027-03-14,24,1350.6,Terminated,2026-06-13
LSE-00263,AST-0307,Padilla-Lewis,North America,2022-03-10,2026-02-17,48,6326.05,Terminated,2025-05-07
LSE-00264,AST-0472,"Hendricks, Henry and Martinez",APAC,2024-08-13,2028-07-23,48,9593.29,Active,
LSE-00265,AST-0185,Thompson-Reeves,EMEA,2025-10-20,2030-09-24,60,1757.75,Terminated,2026-06-11
LSE-00266,AST-0128,"Ponce, Downs and Contreras",LATAM,2026-07-07,2029-06-21,36,7545.8,Active,
LSE-00267,AST-0289,"Daniels, Vance and York",EMEA,2025-02-05,2029-01-15,48,4313.36,Expired,
LSE-00268,AST-0408,"Little, Leon and Hicks",North America,2025-02-09,2029-01-19,48,1633.98,Active,
LSE-00269,AST-0114,Conner and Sons,LATAM,2022-03-16,2027-02-18,60,7175.96,Terminated,2025-06-30
LSE-00270,AST-0295,Ward PLC,LATAM,2025-06-30,2027-06-20,24,4998.04,Active,
LSE-00271,AST-0396,"Anderson, Henson and Jones",North America,2023-06-04,2028-05-08,60,4467.12,Terminated,2024-06-06
LSE-00272,AST-0013,"Higgins, Fox and Hammond",LATAM,2023-07-27,2027-07-06,48,5283.72,Active,
LSE-00273,AST-0493,Martinez LLC,North America,2025-08-28,2026-08-23,12,11317.78,Active,
LSE-00274,AST-0073,Owens-Holmes,EMEA,2024-10-07,2027-09-22,36,5736.33,Active,
LSE-00275,AST-0106,"Bowman, White and Burch",Middle East,2022-03-29,2027-03-03,60,5975.87,Active,
LSE-00276,AST-0225,Guerra PLC,North America,2023-09-26,2027-09-05,48,3953.04,Active,
LSE-00277,AST-0415,Martin Ltd,APAC,2022-05-12,2023-05-07,12,4445.4,Active,
LSE-00278,AST-0056,"Jacobson, Singleton and King",Middle East,2022-09-19,2024-09-08,24,9015.63,Expired,
LSE-00279,AST-0265,"Hill, Weber and Mendez",North America,2024-09-24,2026-09-14,24,6938.26,Terminated,2025-10-27
LSE-00280,AST-0491,"Jackson, David and Moore",EMEA,2022-01-25,2026-01-04,48,5158.05,Active,
LSE-00281,AST-0095,"Winters, Morgan and Bradshaw",Middle East,2024-11-06,2026-10-27,24,5049.2,Terminated,2026-03-23
LSE-00282,AST-0378,Miller Ltd,Middle East,2021-10-23,2026-09-27,60,5670.11,Expired,
LSE-00283,AST-0220,Curtis-Wang,APAC,2025-05-26,2029-05-05,48,2970.16,Active,
LSE-00284,AST-0143,"Johnson, Small and Gardner",North America,2023-08-29,2024-08-23,12,4706.62,Terminated,2024-01-31
LSE-00285,AST-0101,Webb-Ballard,North America,2024-10-06,2028-09-15,48,8213.07,Active,
LSE-00286,AST-0251,Chavez-Barker,LATAM,2024-12-23,2029-11-27,60,4104.15,Expired,
LSE-00287,AST-0199,Washington-Harris,North America,2022-05-21,2027-04-25,60,1813.67,Active,
LSE-00288,AST-0181,Hensley-Flores,APAC,2024-08-04,2028-07-14,48,11064.85,Terminated,2026-06-04
LSE-00289,AST-0303,Hester-Anderson,APAC,2026-06-20,2027-06-15,12,1855.41,Terminated,2027-01-26
LSE-00290,AST-0157,"Rodriguez, Allen and Martinez",Middle East,2023-06-07,2024-06-01,12,8474.52,Active,
LSE-00291,AST-0262,Davis LLC,APAC,2023-10-27,2027-10-06,48,2085.47,Active,
LSE-00292,AST-0197,"Barnes, Estes and Barrera",APAC,2026-04-04,2030-03-14,48,7808.27,Active,
LSE-00293,AST-0356,"Griffith, Lee and Moore",North America,2025-08-11,2027-08-01,24,3821.6,Terminated,2027-02-23
LSE-00294,AST-0096,Jimenez-Parker,EMEA,2026-07-04,2029-06-18,36,7623.21,Expired,
LSE-00295,AST-0444,Wagner-Levy,APAC,2021-09-21,2024-09-05,36,6073.0,Expired,
LSE-00296,AST-0100,Williams-Campbell,Middle East,2022-09-01,2026-08-11,48,6312.54,Expired,
LSE-00297,AST-0254,"Chambers, Mitchell and Smith",Middle East,2024-07-19,2028-06-28,48,8666.64,Terminated,2027-01-16
LSE-00298,AST-0228,Khan Ltd,APAC,2022-02-20,2026-01-30,48,7002.07,Active,
LSE-00299,AST-0408,Diaz-Morales,North America,2023-05-29,2025-05-18,24,3660.81,Active,
LSE-00300,AST-0276,Cox LLC,North America,2024-05-31,2027-05-16,36,5759.2,Active,
LSE-00301,AST-0381,"Cole, Pierce and Bryan",LATAM,2021-12-21,2025-11-30,48,1801.93,Active,
LSE-00302,AST-0059,"Wilson, Hester and Long",APAC,2024-09-03,2027-08-19,36,9967.75,Expired,
LSE-00303,AST-0188,Grant-Diaz,APAC,2025-07-08,2030-06-12,60,978.52,Expired,
LSE-00304,AST-0369,"Hicks, Porter and Williams",EMEA,2022-04-27,2026-04-06,48,11882.42,Active,
LSE-00305,AST-0053,Brock-Stone,LATAM,2022-04-14,2024-04-03,24,11992.1,Active,
LSE-00306,AST-0231,"Taylor, Velazquez and Flores",Middle East,2022-05-05,2025-04-19,36,9892.38,Active,
LSE-00307,AST-0225,"Stevenson, Evans and Rogers",North America,2023-07-17,2024-07-11,12,3224.88,Expired,
LSE-00308,AST-0416,"Burns, Hart and Wells",APAC,2025-09-06,2030-08-11,60,7518.01,Terminated,2029-10-30
LSE-00309,AST-0220,Nunez-Whitney,APAC,2021-09-09,2023-08-30,24,9855.59,Terminated,2022-06-07
LSE-00310,AST-0413,"Wiggins, Soto and Carlson",North America,2024-06-24,2025-06-19,12,7363.86,Terminated,2025-01-13
LSE-00311,AST-0087,"Patton, Parsons and Lane",EMEA,2022-11-30,2025-11-14,36,3865.3,Expired,
LSE-00312,AST-0294,"Castillo, Warren and Griffith",LATAM,2025-02-26,2028-02-11,36,6415.77,Expired,
LSE-00313,AST-0461,Hernandez-Becker,APAC,2025-06-02,2026-05-28,12,9126.08,Active,
LSE-00314,AST-0211,"Rodriguez, Smith and Edwards",Middle East,2021-10-06,2022-10-01,12,10471.05,Expired,
LSE-00315,AST-0065,"Harris, Shaw and Carr",North America,2022-05-09,2024-04-28,24,8681.04,Active,
LSE-00316,AST-0425,"Luna, Thornton and Stone",LATAM,2023-12-06,2025-11-25,24,8276.7,Expired,
LSE-00317,AST-0251,"Mendoza, Bennett and Frye",LATAM,2024-05-14,2026-05-04,24,7719.85,Terminated,2025-04-14
LSE-00318,AST-0193,"Peterson, Gomez and Ingram",LATAM,2023-11-14,2027-10-24,48,9637.88,Active,
LSE-00319,AST-0394,"Lara, Baker and Washington",North America,2025-02-25,2026-02-20,12,9122.73,Active,
LSE-00320,AST-0356,Grant-Walker,North America,2026-04-26,2029-04-10,36,6112.51,Active,
LSE-00321,AST-0298,Wise-Bush,North America,2026-05-24,2027-05-19,12,10242.42,Expired,
LSE-00322,AST-0048,Stewart-Bailey,Middle East,2025-01-01,2028-12-11,48,10276.22,Terminated,2027-03-05
LSE-00323,AST-0408,"Hill, Martinez and Rhodes",North America,2026-03-14,2031-02-16,60,11633.48,Active,
LSE-00324,AST-0423,Cardenas-Blevins,APAC,2023-06-23,2025-06-12,24,4212.95,Active,
LSE-00325,AST-0146,Williams-Moses,EMEA,2025-07-26,2028-07-10,36,2001.83,Active,
LSE-00326,AST-0437,Douglas-Burgess,EMEA,2021-12-30,2025-12-09,48,10782.78,Expired,
LSE-00327,AST-0391,"Nelson, Hoffman and Nelson",APAC,2022-08-30,2023-08-25,12,7701.06,Active,
LSE-00328,AST-0429,"Matthews, Sanchez and Santiago",Middle East,2022-02-23,2026-02-02,48,11188.48,Active,
LSE-00329,AST-0081,"Hall, Garcia and Rivera",North America,2024-03-21,2028-02-29,48,11906.14,Active,
LSE-00330,AST-0220,"Townsend, Smith and Pierce",APAC,2023-12-07,2025-11-26,24,10958.18,Expired,
LSE-00331,AST-0452,Delgado-Gilmore,North America,2026-03-06,2029-02-18,36,11226.34,Active,
LSE-00332,AST-0141,"Gonzalez, Maynard and Morris",LATAM,2023-12-13,2024-12-07,12,1447.84,Terminated,2024-06-18
LSE-00333,AST-0341,Pearson and Sons,North America,2024-10-14,2026-10-04,24,7694.45,Active,
LSE-00334,AST-0372,"Jefferson, Johnson and Dorsey",Middle East,2024-03-29,2026-03-19,24,1548.79,Active,
LSE-00335,AST-0049,Peck Inc,LATAM,2023-08-31,2024-08-25,12,1396.3,Active,
LSE-00336,AST-0304,French-Lopez,Middle East,2026-07-06,2028-06-25,24,5618.27,Active,
LSE-00337,AST-0005,Mcdowell-Smith,Middle East,2025-04-17,2028-04-01,36,11863.78,Expired,
LSE-00338,AST-0217,Hebert LLC,APAC,2024-05-27,2026-05-17,24,3132.89,Active,
LSE-00339,AST-0046,"Daniels, Snyder and Mays",EMEA,2023-01-04,2023-12-30,12,4726.96,Active,
LSE-00340,AST-0154,Nelson-Lamb,LATAM,2025-10-17,2027-10-07,24,9853.73,Active,
LSE-00341,AST-0448,"Stevens, Scott and Lopez",Middle East,2023-03-27,2025-03-16,24,1286.73,Terminated,2023-10-19
LSE-00342,AST-0289,Bradley-Todd,EMEA,2025-03-25,2026-03-20,12,5561.14,Terminated,2025-08-16
LSE-00343,AST-0370,"Prince, Wilcox and Robertson",North America,2022-06-22,2024-06-11,24,11078.78,Terminated,2023-01-23
LSE-00344,AST-0316,"Davis, Holden and Woods",APAC,2022-01-13,2025-12-23,48,1496.91,Expired,
LSE-00345,AST-0052,Green and Sons,APAC,2026-03-18,2028-03-07,24,7280.1,Expired,
LSE-00346,AST-0197,Finley-Turner,APAC,2023-10-22,2026-10-06,36,4116.79,Expired,
LSE-00347,AST-9869,Green LLC,EMEA,2025-03-01,2027-02-19,24,1468.86,Active,
LSE-00348,AST-0284,Contreras Group,EMEA,2025-01-06,2029-12-11,60,3776.59,Terminated,2028-08-02
LSE-00349,AST-0482,Parks-Leblanc,EMEA,2023-02-13,2024-02-08,12,8071.66,Expired,
LSE-00350,AST-0155,Vaughn-Fowler,Middle East,2025-12-22,2027-12-12,24,6359.51,Active,
LSE-00351,AST-0383,Mendez-Robinson,EMEA,2026-03-27,2030-03-06,48,1127.55,Active,
LSE-00352,AST-0460,Gibson PLC,APAC,2022-04-07,2024-03-27,24,1796.55,Active,
LSE-00353,AST-0256,"Dunn, Ruiz and Medina",LATAM,2023-06-13,2028-05-17,60,10720.33,Active,
LSE-00354,AST-0007,Gill Ltd,North America,2024-11-15,2027-10-31,36,2017.8,Expired,
LSE-00355,AST-9769,Fox PLC,Middle East,2025-04-27,2030-04-01,60,6783.1,Active,
LSE-00356,AST-0089,Stark Inc,North America,2025-01-25,2029-01-04,48,9359.22,Expired,
LSE-00357,AST-0009,"Leach, Harris and Herrera",EMEA,2021-11-29,2026-11-03,60,3515.13,Active,
LSE-00358,AST-0021,"Ramos, Frazier and Love",Middle East,2022-06-02,2023-05-28,12,5076.71,Expired,
LSE-00359,AST-0147,"Griffin, Brown and Anderson",LATAM,2024-01-05,2028-12-09,60,5371.12,Expired,
LSE-00360,AST-0206,"Brown, Ford and Roman",APAC,2023-08-27,2024-08-21,12,3690.88,Terminated,2024-01-12
LSE-00361,AST-0159,Scott-Smith,APAC,2025-03-02,2026-02-25,12,2836.77,Active,
LSE-00362,AST-0414,Williams LLC,LATAM,2022-09-06,2024-08-26,24,4993.41,Active,
LSE-00363,AST-0325,"Mcknight, Michael and Jones",APAC,2025-01-19,2026-01-14,12,5531.09,Active,
LSE-00364,AST-0489,Mitchell and Sons,LATAM,2026-03-15,2028-03-04,24,1491.45,Active,
LSE-00365,AST-0223,"Good, Brewer and Fisher",EMEA,2025-05-23,2026-05-18,12,7501.57,Active,
LSE-00366,AST-0159,West-Stark,APAC,2026-06-29,2028-06-18,24,8640.86,Active,
LSE-00367,AST-0360,Vega Ltd,North America,2023-06-19,2024-06-13,12,11459.69,Active,
LSE-00368,AST-0268,Valdez LLC,LATAM,2025-11-28,2030-11-02,60,8788.8,Expired,
LSE-00369,AST-0086,"Long, Anderson and Irwin",APAC,2022-03-12,2025-02-24,36,9482.93,Active,
LSE-00370,AST-0138,Good Group,Middle East,2025-09-18,2026-09-13,12,837.6,Expired,
LSE-00371,AST-0414,"Coleman, Gray and Hall",LATAM,2024-12-02,2028-11-11,48,1234.53,Active,
LSE-00372,AST-0365,Hill Ltd,North America,2023-11-16,2028-10-20,60,5734.77,Terminated,2026-10-27
LSE-00373,AST-0185,Pacheco Group,EMEA,2025-05-16,2026-05-11,12,7019.19,Active,
LSE-00374,AST-0189,Allen Inc,Middle East,2024-08-19,2026-08-09,24,1683.41,Active,
LSE-00375,AST-0294,Griffin Ltd,LATAM,2022-02-08,2023-02-03,12,6351.49,Active,
LSE-00376,AST-0023,Sanchez Inc,Middle East,2025-01-25,2026-01-20,12,5925.29,Active,
LSE-00377,AST-0197,Fernandez Inc,APAC,2023-08-03,2025-07-23,24,11543.93,Active,
LSE-00378,AST-0019,Young-Hendricks,EMEA,2022-04-19,2027-03-24,60,8711.24,Expired,
LSE-00379,AST-0336,"Harper, Chambers and Flores",EMEA,2024-06-10,2028-05-20,48,3355.03,Active,
LSE-00380,AST-0469,Odom PLC,EMEA,2023-02-03,2026-01-18,36,1395.7,Active,
LSE-00381,AST-0191,Hill-Hawkins,Middle East,2022-09-11,2023-09-06,12,10872.32,Active,
LSE-00382,AST-0092,"Buck, Garrett and Simmons",EMEA,2024-07-08,2026-06-28,24,11786.26,Expired,
LSE-00383,AST-0489,David-Powers,LATAM,2024-01-18,2027-12-28,48,5848.58,Active,
LSE-00384,AST-0145,Horton-Russell,APAC,2025-06-22,2028-06-06,36,6860.55,Active,
LSE-00385,AST-0005,Webster Group,Middle East,2023-01-31,2026-01-15,36,6983.78,Active,
LSE-00386,AST-0156,Turner Ltd,LATAM,2022-10-17,2027-09-21,60,4735.15,Active,
LSE-00387,AST-0498,Melendez-Hart,EMEA,2022-04-27,2026-04-06,48,9422.69,Expired,
LSE-00388,AST-0376,"Moreno, Price and Scott",North America,2026-05-15,2031-04-19,60,3318.96,Expired,
LSE-00389,AST-0004,Nielsen LLC,North America,2023-03-27,2027-03-06,48,6727.77,Active,
LSE-00390,AST-0326,"Calderon, Williams and Bennett",Middle East,2022-01-24,2023-01-19,12,516.81,Expired,
LSE-00391,AST-0337,Russo and Sons,APAC,2024-08-01,2028-07-11,48,8862.97,Expired,
LSE-00392,AST-0054,"Ramsey, Hansen and Mendoza",North America,2025-07-26,2027-07-16,24,3238.93,Active,
LSE-00393,AST-0252,Turner-Stout,EMEA,2025-11-19,2026-11-14,12,2137.3,Expired,
LSE-00394,AST-0144,Hayden Inc,North America,2022-08-26,2023-08-21,12,3161.93,Active,
LSE-00395,AST-9503,Rocha-Dominguez,APAC,2025-04-13,2030-03-18,60,10799.15,Active,
LSE-00396,AST-0235,Herman-Arnold,LATAM,2025-01-25,2026-01-20,12,2035.41,Terminated,2025-12-09
LSE-00397,AST-0420,Owens-Wong,EMEA,2025-06-03,2029-05-13,48,7029.94,Active,
LSE-00398,AST-0223,Hunt-Crawford,EMEA,2023-02-15,2025-02-04,24,3501.4,Active,
LSE-00399,AST-0162,"Harrison, Franco and Rocha",APAC,2022-02-04,2026-01-14,48,4157.66,Terminated,2024-02-02
LSE-00400,AST-0140,Williams-Shields,APAC,2023-06-07,2025-05-27,24,2831.2,Active,
LSE-00401,AST-0400,Green PLC,North America,2025-04-03,2030-03-08,60,1715.06,Active,
LSE-00402,AST-0231,Phillips-Gonzalez,Middle East,2024-06-16,2028-05-26,48,1888.47,Active,
LSE-00403,AST-0184,"Whitaker, Porter and Pena",North America,2022-09-28,2024-09-17,24,5828.49,Active,
LSE-00404,AST-0437,Hines-Burns,EMEA,2024-12-22,2025-12-17,12,9787.36,Active,
LSE-00405,AST-0156,"Henry, Jackson and Norton",LATAM,2025-03-02,2030-02-04,60,10113.13,Active,
LSE-00406,AST-0168,"Payne, White and Preston",Middle East,2022-06-11,2024-05-31,24,3354.52,Active,
LSE-00407,AST-0183,Warren Inc,APAC,2026-06-24,2030-06-03,48,8287.61,Active,
LSE-00408,AST-0134,"Williams, Smith and Taylor",APAC,2026-04-04,2028-03-24,24,5150.51,Active,
LSE-00409,AST-0232,Mann Inc,LATAM,2024-09-16,2029-08-21,60,1589.34,Terminated,2026-04-10
LSE-00410,AST-0053,Brooks-Williamson,LATAM,2022-09-07,2024-08-27,24,1209.2,Active,
LSE-00411,AST-0400,"Durham, Hopkins and Smith",North America,2024-11-20,2026-11-10,24,9972.24,Active,
LSE-00412,AST-0191,Smith-Moreno,Middle East,2024-03-23,2025-03-18,12,11050.43,Terminated,2024-10-01
LSE-00413,AST-0039,Smith-Li,LATAM,2022-12-17,2023-12-12,12,2774.13,Expired,
LSE-00414,AST-0331,Rodriguez Inc,North America,2024-12-03,2028-11-12,48,1557.75,Expired,
LSE-00415,AST-0434,Lee PLC,North America,2024-03-09,2027-02-22,36,11336.23,Active,
LSE-00416,AST-0026,Adams-Sanders,EMEA,2022-11-07,2024-10-27,24,5481.3,Expired,
LSE-00417,AST-0371,Stevens-Sanchez,EMEA,2023-06-12,2027-05-22,48,4901.39,Active,
LSE-00418,AST-0219,Sutton-Abbott,LATAM,2025-01-14,2027-01-04,24,10945.5,Active,
LSE-00419,AST-0141,"Malone, Davis and Gray",LATAM,2024-10-28,2027-10-13,36,2209.26,Active,
LSE-00420,AST-0315,Walsh Ltd,Middle East,2024-04-29,2029-04-03,60,3893.71,Terminated,2028-02-13
LSE-00421,AST-0211,Bruce-Newman,Middle East,2022-06-14,2027-05-19,60,1508.8,Active,
LSE-00422,AST-0197,Jacobson Inc,APAC,2023-03-28,2025-03-17,24,7890.5,Active,
LSE-00423,AST-0409,"Clay, Alvarez and Williams",LATAM,2022-09-27,2027-09-01,60,11932.0,Active,
LSE-00424,AST-0279,Lam-Elliott,North America,2021-12-22,2022-12-17,12,9492.03,Expired,
LSE-00425,AST-0184,Smith-Clark,North America,2021-10-09,2025-09-18,48,6073.81,Active,
LSE-00426,AST-0468,"Nicholson, Hickman and Evans",APAC,2022-04-26,2027-03-31,60,4966.38,Active,
LSE-00427,AST-0093,"Davenport, Price and Mosley",LATAM,2024-05-19,2025-05-14,12,3018.73,Active,
LSE-00428,AST-0459,"Taylor, Hinton and Ramsey",North America,2023-03-29,2026-03-13,36,11902.61,Active,
LSE-00429,AST-0272,Brown-Kim,EMEA,2024-01-27,2027-01-11,36,11995.47,Expired,
LSE-00430,AST-0499,Jacobs-Austin,North America,2025-09-25,2027-09-15,24,8053.94,Active,
LSE-00431,AST-0137,Johnson-Nelson,LATAM,2024-07-15,2029-06-19,60,11048.48,Expired,
LSE-00432,AST-0029,Perez-Tran,EMEA,2026-06-28,2028-06-17,24,4580.25,Terminated,2027-09-28
LSE-00433,AST-0430,Frazier Ltd,North America,2023-06-16,2025-06-05,24,7313.97,Active,
LSE-00434,AST-0413,"Phillips, Wright and Jones",North America,2023-06-24,2026-06-08,36,824.38,Expired,
LSE-00435,AST-0359,Dawson-Walters,Middle East,2022-12-05,2025-11-19,36,6981.47,Expired,
LSE-00436,AST-0289,Ward-Davis,EMEA,2025-03-31,2027-03-21,24,9819.61,Expired,
LSE-00437,AST-0497,Ward-Nelson,North America,2026-03-31,2030-03-10,48,2518.9,Active,
LSE-00438,AST-0020,Jordan PLC,APAC,2022-04-05,2023-03-31,12,7419.12,Active,
LSE-00439,AST-0011,Garcia-Davis,APAC,2024-05-03,2029-04-07,60,4314.94,Active,
LSE-00440,AST-0315,"George, Nguyen and Cruz",Middle East,2024-05-02,2026-04-22,24,4418.73,Expired,
LSE-00441,AST-0091,Maxwell-Hardy,EMEA,2023-01-17,2026-01-01,36,2198.69,Active,
LSE-00442,AST-0361,Armstrong and Sons,North America,2024-05-11,2026-05-01,24,10234.53,Expired,
LSE-00443,AST-0441,Taylor LLC,Middle East,2024-12-23,2027-12-08,36,4796.29,Expired,
LSE-00444,AST-9890,Brown Group,APAC,2022-12-06,2026-11-15,48,3970.3,Terminated,2024-12-24
LSE-00445,AST-0070,Washington-Jones,North America,2022-12-19,2024-12-08,24,9606.19,Terminated,2024-05-09
LSE-00446,AST-0492,Le Group,APAC,2022-11-06,2026-10-16,48,8632.6,Terminated,2023-12-27
LSE-00447,AST-0288,Ellis and Sons,Middle East,2024-07-12,2029-06-16,60,3067.23,Expired,
LSE-00448,AST-0302,Cook-Oliver,North America,2023-02-09,2025-01-29,24,8940.94,Active,
LSE-00449,AST-0151,Alexander-Jordan,North America,2025-07-25,2027-07-15,24,520.68,Active,
LSE-00450,AST-0360,"Mccann, Taylor and Flores",North America,2025-08-29,2030-08-03,60,11934.26,Active,
LSE-00451,AST-0495,Mendoza and Sons,LATAM,2026-04-08,2031-03-13,60,7427.47,Active,
LSE-00452,AST-0472,Carter-Neal,APAC,2026-05-09,2031-04-13,60,7003.83,Active,
LSE-00453,AST-0480,"Casey, Nguyen and Ramirez",LATAM,2024-01-09,2027-12-19,48,9071.45,Active,
LSE-00454,AST-0122,Wilson-Elliott,APAC,2025-06-22,2028-06-06,36,2430.71,Expired,
LSE-00455,AST-0454,"White, Saunders and Johnson",LATAM,2024-07-09,2025-07-04,12,8205.28,Expired,
LSE-00456,AST-0374,"Clark, Salinas and Guerra",Middle East,2025-03-09,2028-02-22,36,3549.94,Active,
LSE-00457,AST-0128,Chambers-Taylor,LATAM,2021-12-13,2022-12-08,12,9550.73,Active,
LSE-00458,AST-0369,Hopkins-Espinoza,Middle East,2023-02-05,2024-01-31,12,5539.53,Active,
LSE-00459,AST-0215,Cole PLC,EMEA,2025-06-28,2027-06-18,24,6170.44,Expired,
LSE-00460,AST-0194,Ferguson-Mclean,North America,2023-12-19,2026-12-03,36,1666.43,Active,
LSE-00461,AST-0246,Stephens-Gibbs,LATAM,2025-11-19,2030-10-24,60,3094.2,Terminated,2029-11-25
LSE-00462,AST-0232,"Wheeler, Rocha and Rodriguez",LATAM,2023-05-18,2024-05-12,12,884.25,Expired,
LSE-00463,AST-0011,"Kelly, Holland and Williams",APAC,2022-10-30,2025-10-14,36,1704.34,Active,
LSE-00464,AST-0176,"Lucas, Rasmussen and Rivera",North America,2026-06-12,2028-06-01,24,2350.4,Expired,
LSE-00465,AST-0039,Smith LLC,EMEA,2025-07-11,2030-06-15,60,11747.48,Expired,
LSE-00466,AST-0174,"Stone, Carpenter and Johnston",EMEA,2022-09-13,2027-08-18,60,10772.1,Expired,
LSE-00467,AST-0361,Ford-Frazier,North America,2023-10-20,2024-10-14,12,8016.8,Active,
LSE-00468,AST-0311,Cooper Inc,EMEA,2025-01-02,2028-12-12,48,1664.46,Active,
LSE-00469,AST-0106,Perry-Nixon,Middle East,2023-12-26,2025-12-15,24,6872.29,Active,
LSE-00470,AST-0474,"Thomas, Collins and Gibson",EMEA,2022-03-07,2027-02-09,60,3737.52,Active,
LSE-00471,AST-0122,Bailey-Davis,LATAM,2022-08-17,2023-08-12,12,7075.35,Active,
LSE-00472,AST-0431,Flores-Evans,EMEA,2025-02-27,2029-02-06,48,4649.53,Active,
LSE-00473,AST-0219,Johnson LLC,LATAM,2025-08-05,2026-07-31,12,8113.23,Active,
LSE-00474,AST-0308,"Marsh, Spears and Yang",LATAM,2024-10-17,2028-09-26,48,795.96,Active,
LSE-00475,AST-0088,"Moore, Castro and Mullen",APAC,2024-02-23,2027-02-07,36,5946.06,Expired,
LSE-00476,AST-0060,Soto-Lopez,Middle East,2022-10-01,2025-09-15,36,5915.86,Expired,
LSE-00477,AST-0459,Johnson-Mendez,North America,2024-11-03,2027-10-19,36,6757.45,Active,
LSE-00478,AST-0095,"Jordan, Smith and Lewis",Middle East,2022-07-31,2025-07-15,36,4748.12,Expired,
LSE-00479,AST-0229,"Stokes, Brown and Garcia",Middle East,2022-12-23,2023-12-18,12,5848.17,Active,
LSE-00480,AST-0116,Diaz and Sons,APAC,2025-11-24,2028-11-08,36,9150.7,Terminated,2026-06-26
LSE-00481,AST-0342,Lambert-Burns,APAC,2023-11-10,2024-11-04,12,4453.6,Active,
LSE-00482,AST-0278,Harper-Carr,Middle East,2026-05-11,2030-04-20,48,7281.85,Expired,
LSE-00483,AST-0284,Bell-Ellis,EMEA,2024-06-30,2025-06-25,12,9911.66,Expired,
LSE-00484,AST-0215,"Mccarthy, Evans and Mendez",LATAM,2022-06-16,2027-05-21,60,7086.21,Terminated,2025-04-13
LSE-00485,AST-0121,Edwards and Sons,LATAM,2022-01-10,2025-12-20,48,5040.25,Active,
LSE-00486,AST-0438,Brooks and Sons,EMEA,2023-02-10,2024-02-05,12,10855.23,Active,
LSE-00487,AST-0410,Carlson-Andrews,EMEA,2024-02-14,2029-01-18,60,2195.65,Terminated,2027-10-06
LSE-00488,AST-0487,Reid-Steele,LATAM,2023-09-09,2027-08-19,48,11820.23,Active,
LSE-00489,AST-0498,Peters Group,EMEA,2024-10-12,2026-10-02,24,1951.14,Expired,
LSE-00490,AST-0217,Edwards Group,APAC,2023-01-11,2024-01-06,12,5507.02,Expired,
LSE-00491,AST-0422,Crane-Washington,LATAM,2024-08-27,2026-08-17,24,3465.69,Expired,
LSE-00492,AST-0467,Maynard-Wagner,APAC,2022-07-27,2023-07-22,12,6898.19,Active,
LSE-00493,AST-0283,"Vasquez, Mckinney and Wallace",LATAM,2024-01-16,2026-12-31,36,6476.41,Expired,
LSE-00494,AST-9076,"Johnson, Juarez and Carter",EMEA,2022-06-07,2023-06-02,12,7665.17,Expired,
LSE-00495,AST-0268,"Roberts, Norman and Cunningham",LATAM,2022-12-17,2026-11-26,48,2220.89,Active,
LSE-00496,AST-0291,Dunn-Wilson,LATAM,2025-05-29,2030-05-03,60,11136.67,Terminated,2026-02-18
LSE-00497,AST-0289,"Morrow, Richardson and Carson",EMEA,2022-03-04,2023-02-27,12,10475.97,Expired,
LSE-00498,AST-0451,"Alexander, Robinson and Coleman",APAC,2021-10-24,2024-10-08,36,3537.57,Expired,
LSE-00499,AST-0336,"Potter, Evans and Kidd",EMEA,2025-03-24,2029-03-03,48,930.86,Terminated,2028-01-16
LSE-00500,AST-0142,Atkins-Miller,Middle East,2023-10-27,2027-10-06,48,7499.54,Active,
LSE-00501,AST-0356,Rowe and Sons,North America,2025-11-12,2029-10-22,48,10730.1,Active,
LSE-00502,AST-0170,"Matthews, Bell and Page",LATAM,2022-08-22,2024-08-11,24,5965.01,Active,
LSE-00503,AST-0138,Jensen and Sons,Middle East,2024-09-20,2027-09-05,36,9899.94,Active,
LSE-00504,AST-0156,Hudson PLC,LATAM,2025-08-11,2028-07-26,36,6153.62,Active,
LSE-00505,AST-0357,"Jackson, Werner and Carter",LATAM,2022-12-28,2023-12-23,12,3121.51,Expired,
LSE-00506,AST-0154,"Duke, Shelton and Davis",LATAM,2024-06-04,2028-05-14,48,4189.99,Expired,
